x	y 	z	prob	kg/s	T 
427663	4519787	0	1	0.069	300
427678	4519787	0	1	0.074	300
427693	4519787	0	1	0.09	300
427708	4519787	0	1	0.089	300
427723	4519787	0	1	0.093	300
427738	4519787	0	1	0.1	300
427753	4519787	0	1	0.087	300
427768	4519787	0	1	0.06	300
427783	4519787	0	1	0.047	300
427798	4519787	0	1	0.041	300
427813	4519787	0	1	0.034	300
427828	4519787	0	1	0.033	300
427843	4519787	0	1	0.032	300
427858	4519787	0	1	0.028	300
427873	4519787	0	1	0.024	300
427888	4519787	0	1	0.02	300
427903	4519787	0	1	0.02	300
427918	4519787	0	1	0.016	300
427933	4519787	0	1	0.01	300
427948	4519787	0	1	0.0076	300
427963	4519787	0	1	0.0073	300
427978	4519787	0	1	0.011	300
427993	4519787	0	1	0.023	300
428008	4519787	0	1	0.032	300
428023	4519787	0	1	0.042	300
428038	4519787	0	1	0.048	300
428053	4519787	0	1	0.041	300
428068	4519787	0	1	0.031	300
428083	4519787	0	1	0.022	300
428098	4519787	0	1	0.015	300
428113	4519787	0	1	0.015	300
428128	4519787	0	1	0.015	300
428143	4519787	0	1	0.018	300
428158	4519787	0	1	0.017	300
428173	4519787	0	1	0.013	300
428188	4519787	0	1	0.011	300
428203	4519787	0	1	0.0078	300
428218	4519787	0	1	0.007	300
428233	4519787	0	1	0.0055	300
428248	4519787	0	1	0.004	300
428263	4519787	0	1	0.0029	300
428278	4519787	0	1	0.0026	300
428293	4519787	0	1	0.0023	300
428308	4519787	0	1	0.002	300
428323	4519787	0	1	0.0027	300
428338	4519787	0	1	0.0036	300
428353	4519787	0	1	0.0046	300
427303	4519802	0	1	0.0072	300
427318	4519802	0	1	0.0047	300
427333	4519802	0	1	0.0052	300
427348	4519802	0	1	0.011	300
427363	4519802	0	1	0.014	300
427378	4519802	0	1	0.022	300
427393	4519802	0	1	0.022	300
427408	4519802	0	1	0.044	300
427423	4519802	0	1	0.072	300
427438	4519802	0	1	0.088	300
427453	4519802	0	1	0.12	300
427468	4519802	0	1	0.14	300
427483	4519802	0	1	0.19	300
427498	4519802	0	1	0.18	300
427513	4519802	0	1	0.16	300
427528	4519802	0	1	0.13	300
427543	4519802	0	1	0.13	300
427558	4519802	0	1	0.12	300
427573	4519802	0	1	0.12	300
427588	4519802	0	1	0.13	300
427603	4519802	0	1	0.12	300
427618	4519802	0	1	0.11	300
427633	4519802	0	1	0.11	300
427648	4519802	0	1	0.11	300
427663	4519802	0	1	0.096	300
427678	4519802	0	1	0.083	300
427693	4519802	0	1	0.099	300
427708	4519802	0	1	0.11	300
427723	4519802	0	1	0.13	300
427738	4519802	0	1	0.12	300
427753	4519802	0	1	0.078	300
427768	4519802	0	1	0.061	300
427783	4519802	0	1	0.032	300
427798	4519802	0	1	0.027	300
427813	4519802	0	1	0.023	300
427828	4519802	0	1	0.027	300
427843	4519802	0	1	0.028	300
427858	4519802	0	1	0.024	300
427873	4519802	0	1	0.018	300
427888	4519802	0	1	0.019	300
427903	4519802	0	1	0.015	300
427918	4519802	0	1	0.011	300
427933	4519802	0	1	0.0079	300
427948	4519802	0	1	0.0057	300
427963	4519802	0	1	0.0047	300
427978	4519802	0	1	0.007	300
427993	4519802	0	1	0.011	300
428008	4519802	0	1	0.02	300
428023	4519802	0	1	0.029	300
428038	4519802	0	1	0.03	300
428053	4519802	0	1	0.024	300
428068	4519802	0	1	0.02	300
428083	4519802	0	1	0.013	300
428098	4519802	0	1	0.008	300
428113	4519802	0	1	0.0085	300
428128	4519802	0	1	0.011	300
428143	4519802	0	1	0.014	300
428158	4519802	0	1	0.013	300
428173	4519802	0	1	0.012	300
428188	4519802	0	1	0.0092	300
428203	4519802	0	1	0.008	300
428218	4519802	0	1	0.0058	300
428233	4519802	0	1	0.0045	300
428248	4519802	0	1	0.0031	300
428263	4519802	0	1	0.0028	300
428278	4519802	0	1	0.0026	300
428293	4519802	0	1	0.0019	300
428308	4519802	0	1	0.0025	300
428323	4519802	0	1	0.0024	300
428338	4519802	0	1	0.003	300
428353	4519802	0	1	0.0057	300
427198	4519817	0	1	0.0054	300
427213	4519817	0	1	0.0053	300
427288	4519817	0	1	0.0099	300
427303	4519817	0	1	0.0095	300
427318	4519817	0	1	0.0079	300
427333	4519817	0	1	0.01	300
427348	4519817	0	1	0.016	300
427363	4519817	0	1	0.025	300
427378	4519817	0	1	0.034	300
427393	4519817	0	1	0.038	300
427408	4519817	0	1	0.052	300
427423	4519817	0	1	0.066	300
427438	4519817	0	1	0.082	300
427453	4519817	0	1	0.088	300
427468	4519817	0	1	0.13	300
427483	4519817	0	1	0.16	300
427498	4519817	0	1	0.19	300
427513	4519817	0	1	0.2	300
427528	4519817	0	1	0.18	300
427543	4519817	0	1	0.17	300
427558	4519817	0	1	0.17	300
427573	4519817	0	1	0.15	300
427588	4519817	0	1	0.16	300
427603	4519817	0	1	0.16	300
427618	4519817	0	1	0.15	300
427633	4519817	0	1	0.16	300
427648	4519817	0	1	0.13	300
427663	4519817	0	1	0.14	300
427678	4519817	0	1	0.12	300
427693	4519817	0	1	0.12	300
427708	4519817	0	1	0.15	300
427723	4519817	0	1	0.14	300
427738	4519817	0	1	0.13	300
427753	4519817	0	1	0.076	300
427768	4519817	0	1	0.035	300
427783	4519817	0	1	0.019	300
427798	4519817	0	1	0.015	300
427813	4519817	0	1	0.018	300
427828	4519817	0	1	0.019	300
427843	4519817	0	1	0.021	300
427858	4519817	0	1	0.022	300
427873	4519817	0	1	0.019	300
427888	4519817	0	1	0.018	300
427903	4519817	0	1	0.014	300
427918	4519817	0	1	0.0089	300
427933	4519817	0	1	0.0049	300
427948	4519817	0	1	0.0032	300
427963	4519817	0	1	0.0026	300
427978	4519817	0	1	0.0034	300
427993	4519817	0	1	0.006	300
428008	4519817	0	1	0.013	300
428023	4519817	0	1	0.019	300
428038	4519817	0	1	0.021	300
428053	4519817	0	1	0.018	300
428068	4519817	0	1	0.015	300
428083	4519817	0	1	0.0093	300
428098	4519817	0	1	0.0057	300
428113	4519817	0	1	0.0072	300
428128	4519817	0	1	0.0098	300
428143	4519817	0	1	0.012	300
428158	4519817	0	1	0.013	300
428173	4519817	0	1	0.011	300
428188	4519817	0	1	0.0089	300
428203	4519817	0	1	0.0068	300
428218	4519817	0	1	0.0053	300
428233	4519817	0	1	0.0034	300
428248	4519817	0	1	0.0027	300
428263	4519817	0	1	0.002	300
428278	4519817	0	1	0.0015	300
428293	4519817	0	1	0.0013	300
428308	4519817	0	1	0.0013	300
428323	4519817	0	1	0.0018	300
428338	4519817	0	1	0.0036	300
428353	4519817	0	1	0.005	300
427183	4519832	0	1	0.0053	300
427198	4519832	0	1	0.0042	300
427213	4519832	0	1	0.0038	300
427228	4519832	0	1	0.0054	300
427258	4519832	0	1	0.0085	300
427273	4519832	0	1	0.0082	300
427288	4519832	0	1	0.012	300
427303	4519832	0	1	0.016	300
427318	4519832	0	1	0.021	300
427333	4519832	0	1	0.024	300
427348	4519832	0	1	0.033	300
427363	4519832	0	1	0.043	300
427378	4519832	0	1	0.049	300
427393	4519832	0	1	0.061	300
427408	4519832	0	1	0.075	300
427423	4519832	0	1	0.08	300
427438	4519832	0	1	0.075	300
427453	4519832	0	1	0.062	300
427468	4519832	0	1	0.11	300
427483	4519832	0	1	0.15	300
427498	4519832	0	1	0.18	300
427513	4519832	0	1	0.2	300
427528	4519832	0	1	0.21	300
427543	4519832	0	1	0.22	300
427558	4519832	0	1	0.19	300
427573	4519832	0	1	0.2	300
427588	4519832	0	1	0.22	300
427603	4519832	0	1	0.22	300
427618	4519832	0	1	0.2	300
427633	4519832	0	1	0.19	300
427648	4519832	0	1	0.18	300
427663	4519832	0	1	0.15	300
427678	4519832	0	1	0.15	300
427693	4519832	0	1	0.14	300
427708	4519832	0	1	0.14	300
427723	4519832	0	1	0.17	300
427738	4519832	0	1	0.13	300
427753	4519832	0	1	0.078	300
427768	4519832	0	1	0.026	300
427783	4519832	0	1	0.0079	300
427798	4519832	0	1	0.0094	300
427813	4519832	0	1	0.011	300
427828	4519832	0	1	0.016	300
427843	4519832	0	1	0.016	300
427858	4519832	0	1	0.015	300
427873	4519832	0	1	0.017	300
427888	4519832	0	1	0.018	300
427903	4519832	0	1	0.012	300
427918	4519832	0	1	0.0073	300
427933	4519832	0	1	0.0046	300
427948	4519832	0	1	0.002	300
427963	4519832	0	1	0.0012	300
427978	4519832	0	1	0.0019	300
427993	4519832	0	1	0.0039	300
428008	4519832	0	1	0.0088	300
428023	4519832	0	1	0.015	300
428038	4519832	0	1	0.017	300
428053	4519832	0	1	0.017	300
428068	4519832	0	1	0.011	300
428083	4519832	0	1	0.0083	300
428098	4519832	0	1	0.0068	300
428113	4519832	0	1	0.0077	300
428128	4519832	0	1	0.0089	300
428143	4519832	0	1	0.012	300
428158	4519832	0	1	0.012	300
428173	4519832	0	1	0.014	300
428188	4519832	0	1	0.0086	300
428203	4519832	0	1	0.0065	300
428218	4519832	0	1	0.005	300
428233	4519832	0	1	0.0031	300
428248	4519832	0	1	0.0017	300
428263	4519832	0	1	0.0015	300
428278	4519832	0	1	0.0012	300
428293	4519832	0	1	0.0011	300
428308	4519832	0	1	0.0013	300
428323	4519832	0	1	0.0022	300
428338	4519832	0	1	0.0033	300
428353	4519832	0	1	0.0047	300
427183	4519847	0	1	0.0073	300
427198	4519847	0	1	0.0063	300
427213	4519847	0	1	0.0056	300
427228	4519847	0	1	0.0056	300
427243	4519847	0	1	0.0057	300
427258	4519847	0	1	0.0059	300
427273	4519847	0	1	0.0099	300
427288	4519847	0	1	0.015	300
427303	4519847	0	1	0.021	300
427318	4519847	0	1	0.03	300
427333	4519847	0	1	0.055	300
427348	4519847	0	1	0.067	300
427363	4519847	0	1	0.077	300
427378	4519847	0	1	0.079	300
427393	4519847	0	1	0.08	300
427408	4519847	0	1	0.081	300
427423	4519847	0	1	0.089	300
427438	4519847	0	1	0.075	300
427453	4519847	0	1	0.081	300
427468	4519847	0	1	0.11	300
427483	4519847	0	1	0.12	300
427498	4519847	0	1	0.14	300
427513	4519847	0	1	0.19	300
427528	4519847	0	1	0.24	300
427543	4519847	0	1	0.3	300
427558	4519847	0	1	0.31	300
427573	4519847	0	1	0.29	300
427588	4519847	0	1	0.27	300
427603	4519847	0	1	0.24	300
427618	4519847	0	1	0.24	300
427633	4519847	0	1	0.21	300
427648	4519847	0	1	0.19	300
427663	4519847	0	1	0.17	300
427678	4519847	0	1	0.15	300
427693	4519847	0	1	0.16	300
427708	4519847	0	1	0.17	300
427723	4519847	0	1	0.18	300
427738	4519847	0	1	0.14	300
427753	4519847	0	1	0.074	300
427768	4519847	0	1	0.024	300
427783	4519847	0	1	0.0093	300
427798	4519847	0	1	0.006	300
427813	4519847	0	1	0.0074	300
427828	4519847	0	1	0.0072	300
427843	4519847	0	1	0.012	300
427858	4519847	0	1	0.012	300
427873	4519847	0	1	0.013	300
427888	4519847	0	1	0.015	300
427903	4519847	0	1	0.012	300
427918	4519847	0	1	0.01	300
427933	4519847	0	1	0.0054	300
427948	4519847	0	1	0.0018	300
427963	4519847	0	1	0.00084	300
427978	4519847	0	1	0.0013	300
427993	4519847	0	1	0.0033	300
428008	4519847	0	1	0.0093	300
428023	4519847	0	1	0.011	300
428038	4519847	0	1	0.014	300
428053	4519847	0	1	0.011	300
428068	4519847	0	1	0.01	300
428083	4519847	0	1	0.0085	300
428098	4519847	0	1	0.0075	300
428113	4519847	0	1	0.0068	300
428128	4519847	0	1	0.0096	300
428143	4519847	0	1	0.013	300
428158	4519847	0	1	0.016	300
428173	4519847	0	1	0.014	300
428188	4519847	0	1	0.012	300
428203	4519847	0	1	0.0075	300
428218	4519847	0	1	0.0053	300
428233	4519847	0	1	0.0029	300
428248	4519847	0	1	0.0017	300
428263	4519847	0	1	0.0016	300
428278	4519847	0	1	0.0012	300
428293	4519847	0	1	0.0013	300
428308	4519847	0	1	0.0016	300
428323	4519847	0	1	0.0026	300
428338	4519847	0	1	0.0037	300
428353	4519847	0	1	0.0065	300
427183	4519862	0	1	0.0096	300
427198	4519862	0	1	0.0081	300
427213	4519862	0	1	0.0069	300
427228	4519862	0	1	0.007	300
427243	4519862	0	1	0.0064	300
427258	4519862	0	1	0.0063	300
427273	4519862	0	1	0.011	300
427288	4519862	0	1	0.02	300
427303	4519862	0	1	0.033	300
427318	4519862	0	1	0.056	300
427333	4519862	0	1	0.087	300
427348	4519862	0	1	0.11	300
427363	4519862	0	1	0.11	300
427378	4519862	0	1	0.12	300
427393	4519862	0	1	0.12	300
427408	4519862	0	1	0.12	300
427423	4519862	0	1	0.11	300
427438	4519862	0	1	0.1	300
427453	4519862	0	1	0.1	300
427468	4519862	0	1	0.11	300
427483	4519862	0	1	0.1	300
427498	4519862	0	1	0.15	300
427513	4519862	0	1	0.21	300
427528	4519862	0	1	0.28	300
427543	4519862	0	1	0.36	300
427558	4519862	0	1	0.4	300
427573	4519862	0	1	0.33	300
427588	4519862	0	1	0.28	300
427603	4519862	0	1	0.26	300
427618	4519862	0	1	0.27	300
427633	4519862	0	1	0.26	300
427648	4519862	0	1	0.21	300
427663	4519862	0	1	0.2	300
427678	4519862	0	1	0.19	300
427693	4519862	0	1	0.19	300
427708	4519862	0	1	0.19	300
427723	4519862	0	1	0.16	300
427738	4519862	0	1	0.15	300
427753	4519862	0	1	0.071	300
427768	4519862	0	1	0.023	300
427783	4519862	0	1	0.0066	300
427798	4519862	0	1	0.0044	300
427813	4519862	0	1	0.0033	300
427828	4519862	0	1	0.005	300
427843	4519862	0	1	0.0057	300
427858	4519862	0	1	0.011	300
427873	4519862	0	1	0.012	300
427888	4519862	0	1	0.016	300
427903	4519862	0	1	0.017	300
427918	4519862	0	1	0.017	300
427933	4519862	0	1	0.011	300
427948	4519862	0	1	0.0043	300
427963	4519862	0	1	0.0024	300
427978	4519862	0	1	0.0025	300
427993	4519862	0	1	0.0058	300
428008	4519862	0	1	0.013	300
428023	4519862	0	1	0.013	300
428038	4519862	0	1	0.014	300
428053	4519862	0	1	0.011	300
428068	4519862	0	1	0.0086	300
428083	4519862	0	1	0.0069	300
428098	4519862	0	1	0.0069	300
428113	4519862	0	1	0.0078	300
428128	4519862	0	1	0.012	300
428143	4519862	0	1	0.016	300
428158	4519862	0	1	0.018	300
428173	4519862	0	1	0.015	300
428188	4519862	0	1	0.011	300
428203	4519862	0	1	0.0084	300
428218	4519862	0	1	0.0071	300
428233	4519862	0	1	0.0042	300
428248	4519862	0	1	0.0029	300
428263	4519862	0	1	0.0019	300
428278	4519862	0	1	0.002	300
428293	4519862	0	1	0.0019	300
428308	4519862	0	1	0.0026	300
428323	4519862	0	1	0.0034	300
428338	4519862	0	1	0.0055	300
428353	4519862	0	1	0.0059	300
427168	4519877	0	1	0.013	300
427183	4519877	0	1	0.012	300
427198	4519877	0	1	0.0099	300
427213	4519877	0	1	0.008	300
427228	4519877	0	1	0.0075	300
427243	4519877	0	1	0.0076	300
427258	4519877	0	1	0.0087	300
427273	4519877	0	1	0.014	300
427288	4519877	0	1	0.022	300
427303	4519877	0	1	0.048	300
427318	4519877	0	1	0.086	300
427333	4519877	0	1	0.12	300
427348	4519877	0	1	0.14	300
427363	4519877	0	1	0.14	300
427378	4519877	0	1	0.13	300
427393	4519877	0	1	0.12	300
427408	4519877	0	1	0.12	300
427423	4519877	0	1	0.15	300
427438	4519877	0	1	0.16	300
427453	4519877	0	1	0.12	300
427468	4519877	0	1	0.13	300
427483	4519877	0	1	0.13	300
427498	4519877	0	1	0.17	300
427513	4519877	0	1	0.27	300
427528	4519877	0	1	0.37	300
427543	4519877	0	1	0.49	300
427558	4519877	0	1	0.56	300
427573	4519877	0	1	0.4	300
427588	4519877	0	1	0.34	300
427603	4519877	0	1	0.33	300
427618	4519877	0	1	0.32	300
427633	4519877	0	1	0.34	300
427648	4519877	0	1	0.27	300
427663	4519877	0	1	0.21	300
427678	4519877	0	1	0.22	300
427693	4519877	0	1	0.22	300
427708	4519877	0	1	0.21	300
427723	4519877	0	1	0.19	300
427738	4519877	0	1	0.12	300
427753	4519877	0	1	0.046	300
427768	4519877	0	1	0.011	300
427783	4519877	0	1	0.003	300
427798	4519877	0	1	0.0022	300
427813	4519877	0	1	0.0019	300
427828	4519877	0	1	0.0033	300
427843	4519877	0	1	0.005	300
427858	4519877	0	1	0.0088	300
427873	4519877	0	1	0.014	300
427888	4519877	0	1	0.02	300
427903	4519877	0	1	0.024	300
427918	4519877	0	1	0.023	300
427933	4519877	0	1	0.027	300
427948	4519877	0	1	0.016	300
427963	4519877	0	1	0.0087	300
427978	4519877	0	1	0.0083	300
427993	4519877	0	1	0.011	300
428008	4519877	0	1	0.018	300
428023	4519877	0	1	0.017	300
428038	4519877	0	1	0.016	300
428053	4519877	0	1	0.01	300
428068	4519877	0	1	0.0085	300
428083	4519877	0	1	0.0061	300
428098	4519877	0	1	0.0076	300
428113	4519877	0	1	0.0088	300
428128	4519877	0	1	0.015	300
428143	4519877	0	1	0.016	300
428158	4519877	0	1	0.02	300
428173	4519877	0	1	0.014	300
428188	4519877	0	1	0.012	300
428203	4519877	0	1	0.01	300
428218	4519877	0	1	0.0074	300
428233	4519877	0	1	0.005	300
428248	4519877	0	1	0.0048	300
428263	4519877	0	1	0.0031	300
428278	4519877	0	1	0.0029	300
428293	4519877	0	1	0.0032	300
428308	4519877	0	1	0.0046	300
428323	4519877	0	1	0.0042	300
428338	4519877	0	1	0.0071	300
428353	4519877	0	1	0.0086	300
427168	4519892	0	1	0.016	300
427183	4519892	0	1	0.013	300
427198	4519892	0	1	0.011	300
427213	4519892	0	1	0.011	300
427228	4519892	0	1	0.0081	300
427243	4519892	0	1	0.0094	300
427258	4519892	0	1	0.012	300
427273	4519892	0	1	0.017	300
427288	4519892	0	1	0.029	300
427303	4519892	0	1	0.056	300
427318	4519892	0	1	0.12	300
427333	4519892	0	1	0.16	300
427348	4519892	0	1	0.16	300
427363	4519892	0	1	0.15	300
427378	4519892	0	1	0.12	300
427393	4519892	0	1	0.1	300
427408	4519892	0	1	0.13	300
427423	4519892	0	1	0.19	300
427438	4519892	0	1	0.21	300
427453	4519892	0	1	0.18	300
427468	4519892	0	1	0.17	300
427483	4519892	0	1	0.17	300
427498	4519892	0	1	0.22	300
427513	4519892	0	1	0.36	300
427528	4519892	0	1	0.55	300
427543	4519892	0	1	0.71	300
427558	4519892	0	1	0.65	300
427573	4519892	0	1	0.47	300
427588	4519892	0	1	0.45	300
427603	4519892	0	1	0.44	300
427618	4519892	0	1	0.49	300
427633	4519892	0	1	0.47	300
427648	4519892	0	1	0.35	300
427663	4519892	0	1	0.26	300
427678	4519892	0	1	0.25	300
427693	4519892	0	1	0.23	300
427708	4519892	0	1	0.19	300
427723	4519892	0	1	0.15	300
427738	4519892	0	1	0.084	300
427753	4519892	0	1	0.025	300
427768	4519892	0	1	0.005	300
427783	4519892	0	1	0.0012	300
427798	4519892	0	1	0.0011	300
427813	4519892	0	1	0.0012	300
427828	4519892	0	1	0.0022	300
427843	4519892	0	1	0.0038	300
427858	4519892	0	1	0.0068	300
427873	4519892	0	1	0.012	300
427888	4519892	0	1	0.018	300
427903	4519892	0	1	0.028	300
427918	4519892	0	1	0.037	300
427933	4519892	0	1	0.04	300
427948	4519892	0	1	0.037	300
427963	4519892	0	1	0.02	300
427978	4519892	0	1	0.018	300
427993	4519892	0	1	0.019	300
428008	4519892	0	1	0.02	300
428023	4519892	0	1	0.019	300
428038	4519892	0	1	0.018	300
428053	4519892	0	1	0.011	300
428068	4519892	0	1	0.0094	300
428083	4519892	0	1	0.0081	300
428098	4519892	0	1	0.0088	300
428113	4519892	0	1	0.012	300
428128	4519892	0	1	0.017	300
428143	4519892	0	1	0.021	300
428158	4519892	0	1	0.021	300
428173	4519892	0	1	0.016	300
428188	4519892	0	1	0.016	300
428203	4519892	0	1	0.011	300
428218	4519892	0	1	0.01	300
428233	4519892	0	1	0.0085	300
428248	4519892	0	1	0.0064	300
428263	4519892	0	1	0.0052	300
428278	4519892	0	1	0.0053	300
428293	4519892	0	1	0.0047	300
428308	4519892	0	1	0.0055	300
428323	4519892	0	1	0.0061	300
428338	4519892	0	1	0.007	300
428353	4519892	0	1	0.0096	300
427168	4519907	0	1	0.012	300
427183	4519907	0	1	0.012	300
427198	4519907	0	1	0.0099	300
427213	4519907	0	1	0.0082	300
427228	4519907	0	1	0.009	300
427243	4519907	0	1	0.011	300
427258	4519907	0	1	0.013	300
427273	4519907	0	1	0.015	300
427288	4519907	0	1	0.025	300
427303	4519907	0	1	0.056	300
427318	4519907	0	1	0.11	300
427333	4519907	0	1	0.17	300
427348	4519907	0	1	0.15	300
427363	4519907	0	1	0.13	300
427378	4519907	0	1	0.1	300
427393	4519907	0	1	0.1	300
427408	4519907	0	1	0.16	300
427423	4519907	0	1	0.22	300
427438	4519907	0	1	0.27	300
427453	4519907	0	1	0.24	300
427468	4519907	0	1	0.23	300
427483	4519907	0	1	0.23	300
427498	4519907	0	1	0.24	300
427513	4519907	0	1	0.4	300
427528	4519907	0	1	0.7	300
427543	4519907	0	1	0.74	300
427558	4519907	0	1	0.65	300
427573	4519907	0	1	0.5	300
427588	4519907	0	1	0.47	300
427603	4519907	0	1	0.46	300
427618	4519907	0	1	0.58	300
427633	4519907	0	1	0.7	300
427648	4519907	0	1	0.56	300
427663	4519907	0	1	0.41	300
427678	4519907	0	1	0.31	300
427693	4519907	0	1	0.22	300
427708	4519907	0	1	0.14	300
427723	4519907	0	1	0.086	300
427738	4519907	0	1	0.044	300
427753	4519907	0	1	0.015	300
427768	4519907	0	1	0.0036	300
427783	4519907	0	1	0.0013	300
427798	4519907	0	1	0.00085	300
427813	4519907	0	1	0.00091	300
427828	4519907	0	1	0.0012	300
427843	4519907	0	1	0.0029	300
427858	4519907	0	1	0.0055	300
427873	4519907	0	1	0.013	300
427888	4519907	0	1	0.017	300
427903	4519907	0	1	0.028	300
427918	4519907	0	1	0.041	300
427933	4519907	0	1	0.043	300
427948	4519907	0	1	0.039	300
427963	4519907	0	1	0.029	300
427978	4519907	0	1	0.021	300
427993	4519907	0	1	0.02	300
428008	4519907	0	1	0.019	300
428023	4519907	0	1	0.019	300
428038	4519907	0	1	0.017	300
428053	4519907	0	1	0.018	300
428068	4519907	0	1	0.014	300
428083	4519907	0	1	0.013	300
428098	4519907	0	1	0.014	300
428113	4519907	0	1	0.016	300
428128	4519907	0	1	0.02	300
428143	4519907	0	1	0.02	300
428158	4519907	0	1	0.018	300
428173	4519907	0	1	0.017	300
428188	4519907	0	1	0.017	300
428203	4519907	0	1	0.015	300
428218	4519907	0	1	0.012	300
428233	4519907	0	1	0.011	300
428248	4519907	0	1	0.009	300
428263	4519907	0	1	0.0079	300
428278	4519907	0	1	0.0061	300
428293	4519907	0	1	0.0074	300
428308	4519907	0	1	0.0077	300
428323	4519907	0	1	0.0092	300
428338	4519907	0	1	0.011	300
428353	4519907	0	1	0.012	300
427153	4519922	0	1	0.015	300
427168	4519922	0	1	0.013	300
427183	4519922	0	1	0.012	300
427198	4519922	0	1	0.012	300
427213	4519922	0	1	0.0081	300
427228	4519922	0	1	0.0062	300
427243	4519922	0	1	0.0074	300
427258	4519922	0	1	0.012	300
427273	4519922	0	1	0.016	300
427288	4519922	0	1	0.025	300
427303	4519922	0	1	0.046	300
427318	4519922	0	1	0.092	300
427333	4519922	0	1	0.11	300
427348	4519922	0	1	0.12	300
427363	4519922	0	1	0.11	300
427378	4519922	0	1	0.088	300
427393	4519922	0	1	0.11	300
427408	4519922	0	1	0.19	300
427423	4519922	0	1	0.25	300
427438	4519922	0	1	0.34	300
427453	4519922	0	1	0.36	300
427468	4519922	0	1	0.33	300
427483	4519922	0	1	0.28	300
427498	4519922	0	1	0.21	300
427513	4519922	0	1	0.41	300
427528	4519922	0	1	0.61	300
427543	4519922	0	1	0.62	300
427558	4519922	0	1	0.68	300
427573	4519922	0	1	0.61	300
427588	4519922	0	1	0.53	300
427603	4519922	0	1	0.44	300
427618	4519922	0	1	0.66	300
427633	4519922	0	1	0.81	300
427648	4519922	0	1	0.63	300
427663	4519922	0	1	0.38	300
427678	4519922	0	1	0.24	300
427693	4519922	0	1	0.18	300
427708	4519922	0	1	0.11	300
427723	4519922	0	1	0.059	300
427738	4519922	0	1	0.026	300
427753	4519922	0	1	0.0082	300
427768	4519922	0	1	0.0025	300
427783	4519922	0	1	0.0011	300
427798	4519922	0	1	0.00082	300
427813	4519922	0	1	0.00065	300
427828	4519922	0	1	0.0012	300
427843	4519922	0	1	0.0023	300
427858	4519922	0	1	0.0045	300
427873	4519922	0	1	0.0089	300
427888	4519922	0	1	0.014	300
427903	4519922	0	1	0.021	300
427918	4519922	0	1	0.04	300
427933	4519922	0	1	0.048	300
427948	4519922	0	1	0.037	300
427963	4519922	0	1	0.026	300
427978	4519922	0	1	0.018	300
427993	4519922	0	1	0.018	300
428008	4519922	0	1	0.019	300
428023	4519922	0	1	0.018	300
428038	4519922	0	1	0.019	300
428053	4519922	0	1	0.019	300
428068	4519922	0	1	0.018	300
428083	4519922	0	1	0.015	300
428098	4519922	0	1	0.018	300
428113	4519922	0	1	0.02	300
428128	4519922	0	1	0.023	300
428143	4519922	0	1	0.022	300
428158	4519922	0	1	0.02	300
428173	4519922	0	1	0.018	300
428188	4519922	0	1	0.018	300
428203	4519922	0	1	0.017	300
428218	4519922	0	1	0.014	300
428233	4519922	0	1	0.012	300
428248	4519922	0	1	0.012	300
428263	4519922	0	1	0.01	300
428278	4519922	0	1	0.0088	300
428293	4519922	0	1	0.0087	300
428308	4519922	0	1	0.01	300
428323	4519922	0	1	0.01	300
428338	4519922	0	1	0.013	300
428353	4519922	0	1	0.016	300
427153	4519937	0	1	0.014	300
427168	4519937	0	1	0.012	300
427183	4519937	0	1	0.012	300
427198	4519937	0	1	0.0094	300
427213	4519937	0	1	0.0069	300
427228	4519937	0	1	0.0056	300
427243	4519937	0	1	0.0054	300
427258	4519937	0	1	0.0086	300
427273	4519937	0	1	0.013	300
427288	4519937	0	1	0.018	300
427303	4519937	0	1	0.04	300
427318	4519937	0	1	0.059	300
427333	4519937	0	1	0.079	300
427348	4519937	0	1	0.099	300
427363	4519937	0	1	0.095	300
427378	4519937	0	1	0.074	300
427393	4519937	0	1	0.11	300
427408	4519937	0	1	0.17	300
427423	4519937	0	1	0.24	300
427438	4519937	0	1	0.42	300
427453	4519937	0	1	0.51	300
427468	4519937	0	1	0.5	300
427483	4519937	0	1	0.4	300
427498	4519937	0	1	0.42	300
427513	4519937	0	1	0.47	300
427528	4519937	0	1	0.44	300
427543	4519937	0	1	0.43	300
427558	4519937	0	1	0.55	300
427573	4519937	0	1	0.64	300
427588	4519937	0	1	0.67	300
427603	4519937	0	1	0.67	300
427618	4519937	0	1	0.82	300
427633	4519937	0	1	0.85	300
427648	4519937	0	1	0.59	300
427663	4519937	0	1	0.36	300
427678	4519937	0	1	0.19	300
427693	4519937	0	1	0.13	300
427708	4519937	0	1	0.074	300
427723	4519937	0	1	0.034	300
427738	4519937	0	1	0.014	300
427753	4519937	0	1	0.0052	300
427768	4519937	0	1	0.0016	300
427783	4519937	0	1	0.00088	300
427798	4519937	0	1	0.00074	300
427813	4519937	0	1	0.00081	300
427828	4519937	0	1	0.0011	300
427843	4519937	0	1	0.0017	300
427858	4519937	0	1	0.0035	300
427873	4519937	0	1	0.0064	300
427888	4519937	0	1	0.012	300
427903	4519937	0	1	0.021	300
427918	4519937	0	1	0.029	300
427933	4519937	0	1	0.044	300
427948	4519937	0	1	0.03	300
427963	4519937	0	1	0.018	300
427978	4519937	0	1	0.0096	300
427993	4519937	0	1	0.0096	300
428008	4519937	0	1	0.014	300
428023	4519937	0	1	0.016	300
428038	4519937	0	1	0.021	300
