x	y 	z	prob	kg/s	T 
428053	4519607	0	1	0.13	300
428068	4519607	0	1	0.1	300
428083	4519607	0	1	0.085	300
428098	4519607	0	1	0.072	300
428113	4519607	0	1	0.053	300
428128	4519607	0	1	0.041	300
428143	4519607	0	1	0.03	300
428158	4519607	0	1	0.029	300
428173	4519607	0	1	0.018	300
428188	4519607	0	1	0.011	300
428203	4519607	0	1	0.0066	300
428218	4519607	0	1	0.0042	300
428233	4519607	0	1	0.0027	300
428248	4519607	0	1	0.0019	300
428263	4519607	0	1	0.002	300
428278	4519607	0	1	0.0018	300
428293	4519607	0	1	0.0023	300
428308	4519607	0	1	0.0019	300
428323	4519607	0	1	0.0017	300
428338	4519607	0	1	0.0019	300
428353	4519607	0	1	0.0027	300
427243	4519622	0	1	0.012	300
427258	4519622	0	1	0.011	300
427273	4519622	0	1	0.012	300
427288	4519622	0	1	0.011	300
427303	4519622	0	1	0.0087	300
427318	4519622	0	1	0.0079	300
427333	4519622	0	1	0.0045	300
427348	4519622	0	1	0.0026	300
427363	4519622	0	1	0.0029	300
427378	4519622	0	1	0.0022	300
427393	4519622	0	1	0.0032	300
427408	4519622	0	1	0.0034	300
427423	4519622	0	1	0.004	300
427438	4519622	0	1	0.0035	300
427453	4519622	0	1	0.0038	300
427468	4519622	0	1	0.0042	300
427483	4519622	0	1	0.0049	300
427498	4519622	0	1	0.006	300
427513	4519622	0	1	0.008	300
427528	4519622	0	1	0.0074	300
427543	4519622	0	1	0.0066	300
427558	4519622	0	1	0.0067	300
427573	4519622	0	1	0.0084	300
427588	4519622	0	1	0.0098	300
427603	4519622	0	1	0.011	300
427618	4519622	0	1	0.016	300
427633	4519622	0	1	0.034	300
427648	4519622	0	1	0.08	300
427663	4519622	0	1	0.12	300
427678	4519622	0	1	0.13	300
427693	4519622	0	1	0.12	300
427708	4519622	0	1	0.1	300
427723	4519622	0	1	0.066	300
427738	4519622	0	1	0.052	300
427753	4519622	0	1	0.035	300
427768	4519622	0	1	0.022	300
427783	4519622	0	1	0.016	300
427798	4519622	0	1	0.011	300
427813	4519622	0	1	0.0053	300
427828	4519622	0	1	0.0033	300
427843	4519622	0	1	0.0021	300
427858	4519622	0	1	0.0012	300
427873	4519622	0	1	0.0012	300
427888	4519622	0	1	0.0013	300
427903	4519622	0	1	0.0024	300
427918	4519622	0	1	0.0032	300
427933	4519622	0	1	0.0064	300
427948	4519622	0	1	0.016	300
427963	4519622	0	1	0.032	300
427978	4519622	0	1	0.051	300
427993	4519622	0	1	0.087	300
428008	4519622	0	1	0.13	300
428023	4519622	0	1	0.17	300
428038	4519622	0	1	0.18	300
428053	4519622	0	1	0.18	300
428068	4519622	0	1	0.15	300
428083	4519622	0	1	0.13	300
428098	4519622	0	1	0.098	300
428113	4519622	0	1	0.091	300
428128	4519622	0	1	0.067	300
428143	4519622	0	1	0.049	300
428158	4519622	0	1	0.03	300
428173	4519622	0	1	0.021	300
428188	4519622	0	1	0.01	300
428203	4519622	0	1	0.0064	300
428218	4519622	0	1	0.0037	300
428233	4519622	0	1	0.0017	300
428248	4519622	0	1	0.0013	300
428263	4519622	0	1	0.0012	300
428278	4519622	0	1	0.0015	300
428293	4519622	0	1	0.0015	300
428308	4519622	0	1	0.0017	300
428323	4519622	0	1	0.0018	300
428338	4519622	0	1	0.0017	300
428353	4519622	0	1	0.002	300
427273	4519637	0	1	0.024	300
427288	4519637	0	1	0.018	300
427303	4519637	0	1	0.018	300
427318	4519637	0	1	0.0094	300
427333	4519637	0	1	0.0067	300
427348	4519637	0	1	0.0054	300
427363	4519637	0	1	0.0033	300
427378	4519637	0	1	0.0033	300
427393	4519637	0	1	0.0039	300
427408	4519637	0	1	0.0039	300
427423	4519637	0	1	0.004	300
427438	4519637	0	1	0.0031	300
427453	4519637	0	1	0.004	300
427468	4519637	0	1	0.0039	300
427483	4519637	0	1	0.0059	300
427498	4519637	0	1	0.0059	300
427513	4519637	0	1	0.0067	300
427528	4519637	0	1	0.008	300
427543	4519637	0	1	0.0086	300
427558	4519637	0	1	0.0073	300
427573	4519637	0	1	0.0087	300
427588	4519637	0	1	0.012	300
427603	4519637	0	1	0.013	300
427618	4519637	0	1	0.018	300
427633	4519637	0	1	0.043	300
427648	4519637	0	1	0.083	300
427663	4519637	0	1	0.13	300
427678	4519637	0	1	0.13	300
427693	4519637	0	1	0.12	300
427708	4519637	0	1	0.098	300
427723	4519637	0	1	0.069	300
427738	4519637	0	1	0.059	300
427753	4519637	0	1	0.039	300
427768	4519637	0	1	0.031	300
427783	4519637	0	1	0.022	300
427798	4519637	0	1	0.012	300
427813	4519637	0	1	0.008	300
427828	4519637	0	1	0.0049	300
427843	4519637	0	1	0.0029	300
427858	4519637	0	1	0.0019	300
427873	4519637	0	1	0.0013	300
427888	4519637	0	1	0.0017	300
427903	4519637	0	1	0.0024	300
427918	4519637	0	1	0.0038	300
427933	4519637	0	1	0.0064	300
427948	4519637	0	1	0.014	300
427963	4519637	0	1	0.032	300
427978	4519637	0	1	0.058	300
427993	4519637	0	1	0.1	300
428008	4519637	0	1	0.16	300
428023	4519637	0	1	0.2	300
428038	4519637	0	1	0.21	300
428053	4519637	0	1	0.2	300
428068	4519637	0	1	0.17	300
428083	4519637	0	1	0.17	300
428098	4519637	0	1	0.15	300
428113	4519637	0	1	0.11	300
428128	4519637	0	1	0.085	300
428143	4519637	0	1	0.058	300
428158	4519637	0	1	0.042	300
428173	4519637	0	1	0.02	300
428188	4519637	0	1	0.012	300
428203	4519637	0	1	0.0056	300
428218	4519637	0	1	0.0025	300
428233	4519637	0	1	0.0014	300
428248	4519637	0	1	0.0011	300
428263	4519637	0	1	0.0011	300
428278	4519637	0	1	0.0012	300
428293	4519637	0	1	0.0013	300
428308	4519637	0	1	0.0015	300
428323	4519637	0	1	0.0013	300
428338	4519637	0	1	0.0016	300
428353	4519637	0	1	0.0021	300
427288	4519652	0	1	0.031	300
427303	4519652	0	1	0.027	300
427318	4519652	0	1	0.017	300
427333	4519652	0	1	0.012	300
427348	4519652	0	1	0.0066	300
427363	4519652	0	1	0.0041	300
427378	4519652	0	1	0.0046	300
427393	4519652	0	1	0.0057	300
427408	4519652	0	1	0.0072	300
427423	4519652	0	1	0.0052	300
427438	4519652	0	1	0.0044	300
427453	4519652	0	1	0.0051	300
427468	4519652	0	1	0.0055	300
427483	4519652	0	1	0.0049	300
427498	4519652	0	1	0.0052	300
427513	4519652	0	1	0.0056	300
427528	4519652	0	1	0.0065	300
427543	4519652	0	1	0.0081	300
427558	4519652	0	1	0.011	300
427573	4519652	0	1	0.01	300
427588	4519652	0	1	0.011	300
427603	4519652	0	1	0.011	300
427618	4519652	0	1	0.017	300
427633	4519652	0	1	0.044	300
427648	4519652	0	1	0.11	300
427663	4519652	0	1	0.11	300
427678	4519652	0	1	0.099	300
427693	4519652	0	1	0.088	300
427708	4519652	0	1	0.078	300
427723	4519652	0	1	0.072	300
427738	4519652	0	1	0.055	300
427753	4519652	0	1	0.049	300
427768	4519652	0	1	0.037	300
427783	4519652	0	1	0.029	300
427798	4519652	0	1	0.02	300
427813	4519652	0	1	0.013	300
427828	4519652	0	1	0.0075	300
427843	4519652	0	1	0.0046	300
427858	4519652	0	1	0.0028	300
427873	4519652	0	1	0.0021	300
427888	4519652	0	1	0.0021	300
427903	4519652	0	1	0.0029	300
427918	4519652	0	1	0.0047	300
427933	4519652	0	1	0.0081	300
427948	4519652	0	1	0.017	300
427963	4519652	0	1	0.034	300
427978	4519652	0	1	0.059	300
427993	4519652	0	1	0.11	300
428008	4519652	0	1	0.17	300
428023	4519652	0	1	0.22	300
428038	4519652	0	1	0.23	300
428053	4519652	0	1	0.22	300
428068	4519652	0	1	0.22	300
428083	4519652	0	1	0.21	300
428098	4519652	0	1	0.17	300
428113	4519652	0	1	0.15	300
428128	4519652	0	1	0.12	300
428143	4519652	0	1	0.088	300
428158	4519652	0	1	0.047	300
428173	4519652	0	1	0.022	300
428188	4519652	0	1	0.013	300
428203	4519652	0	1	0.0053	300
428218	4519652	0	1	0.0026	300
428233	4519652	0	1	0.0014	300
428248	4519652	0	1	0.0011	300
428263	4519652	0	1	0.001	300
428278	4519652	0	1	0.0011	300
428293	4519652	0	1	0.0012	300
428308	4519652	0	1	0.0012	300
428323	4519652	0	1	0.0013	300
428338	4519652	0	1	0.0015	300
428353	4519652	0	1	0.002	300
427288	4519667	0	1	0.048	300
427303	4519667	0	1	0.038	300
427318	4519667	0	1	0.028	300
427333	4519667	0	1	0.023	300
427348	4519667	0	1	0.012	300
427363	4519667	0	1	0.0078	300
427378	4519667	0	1	0.0097	300
427393	4519667	0	1	0.011	300
427408	4519667	0	1	0.013	300
427423	4519667	0	1	0.01	300
427438	4519667	0	1	0.0099	300
427453	4519667	0	1	0.0085	300
427468	4519667	0	1	0.0068	300
427483	4519667	0	1	0.0057	300
427498	4519667	0	1	0.0043	300
427513	4519667	0	1	0.0039	300
427528	4519667	0	1	0.0054	300
427543	4519667	0	1	0.0075	300
427558	4519667	0	1	0.01	300
427573	4519667	0	1	0.0092	300
427588	4519667	0	1	0.01	300
427603	4519667	0	1	0.0094	300
427618	4519667	0	1	0.014	300
427633	4519667	0	1	0.03	300
427648	4519667	0	1	0.055	300
427663	4519667	0	1	0.068	300
427678	4519667	0	1	0.055	300
427693	4519667	0	1	0.049	300
427708	4519667	0	1	0.05	300
427723	4519667	0	1	0.059	300
427738	4519667	0	1	0.06	300
427753	4519667	0	1	0.057	300
427768	4519667	0	1	0.053	300
427783	4519667	0	1	0.035	300
427798	4519667	0	1	0.027	300
427813	4519667	0	1	0.021	300
427828	4519667	0	1	0.013	300
427843	4519667	0	1	0.0089	300
427858	4519667	0	1	0.0061	300
427873	4519667	0	1	0.0032	300
427888	4519667	0	1	0.0029	300
427903	4519667	0	1	0.0032	300
427918	4519667	0	1	0.0039	300
427933	4519667	0	1	0.007	300
427948	4519667	0	1	0.015	300
427963	4519667	0	1	0.031	300
427978	4519667	0	1	0.06	300
427993	4519667	0	1	0.11	300
428008	4519667	0	1	0.14	300
428023	4519667	0	1	0.18	300
428038	4519667	0	1	0.21	300
428053	4519667	0	1	0.22	300
428068	4519667	0	1	0.2	300
428083	4519667	0	1	0.19	300
428098	4519667	0	1	0.18	300
428113	4519667	0	1	0.16	300
428128	4519667	0	1	0.14	300
428143	4519667	0	1	0.098	300
428158	4519667	0	1	0.056	300
428173	4519667	0	1	0.025	300
428188	4519667	0	1	0.012	300
428203	4519667	0	1	0.0045	300
428218	4519667	0	1	0.0023	300
428233	4519667	0	1	0.0011	300
428248	4519667	0	1	0.0013	300
428263	4519667	0	1	0.0013	300
428278	4519667	0	1	0.0015	300
428293	4519667	0	1	0.0015	300
428308	4519667	0	1	0.0016	300
428323	4519667	0	1	0.0017	300
428338	4519667	0	1	0.002	300
428353	4519667	0	1	0.0024	300
427288	4519682	0	1	0.055	300
427303	4519682	0	1	0.046	300
427318	4519682	0	1	0.036	300
427333	4519682	0	1	0.029	300
427348	4519682	0	1	0.022	300
427363	4519682	0	1	0.021	300
427378	4519682	0	1	0.019	300
427393	4519682	0	1	0.023	300
427408	4519682	0	1	0.024	300
427423	4519682	0	1	0.023	300
427438	4519682	0	1	0.02	300
427453	4519682	0	1	0.015	300
427468	4519682	0	1	0.0099	300
427483	4519682	0	1	0.006	300
427498	4519682	0	1	0.0046	300
427513	4519682	0	1	0.0029	300
427528	4519682	0	1	0.0041	300
427543	4519682	0	1	0.005	300
427558	4519682	0	1	0.0083	300
427573	4519682	0	1	0.0079	300
427588	4519682	0	1	0.011	300
427603	4519682	0	1	0.013	300
427618	4519682	0	1	0.015	300
427633	4519682	0	1	0.02	300
427648	4519682	0	1	0.027	300
427663	4519682	0	1	0.033	300
427678	4519682	0	1	0.029	300
427693	4519682	0	1	0.032	300
427708	4519682	0	1	0.034	300
427723	4519682	0	1	0.046	300
427738	4519682	0	1	0.065	300
427753	4519682	0	1	0.056	300
427768	4519682	0	1	0.056	300
427783	4519682	0	1	0.05	300
427798	4519682	0	1	0.035	300
427813	4519682	0	1	0.027	300
427828	4519682	0	1	0.02	300
427843	4519682	0	1	0.016	300
427858	4519682	0	1	0.0086	300
427873	4519682	0	1	0.0067	300
427888	4519682	0	1	0.0045	300
427903	4519682	0	1	0.0041	300
427918	4519682	0	1	0.0036	300
427933	4519682	0	1	0.0075	300
427948	4519682	0	1	0.014	300
427963	4519682	0	1	0.034	300
427978	4519682	0	1	0.06	300
427993	4519682	0	1	0.09	300
428008	4519682	0	1	0.14	300
428023	4519682	0	1	0.17	300
428038	4519682	0	1	0.18	300
428053	4519682	0	1	0.21	300
428068	4519682	0	1	0.18	300
428083	4519682	0	1	0.18	300
428098	4519682	0	1	0.17	300
428113	4519682	0	1	0.17	300
428128	4519682	0	1	0.14	300
428143	4519682	0	1	0.1	300
428158	4519682	0	1	0.053	300
428173	4519682	0	1	0.029	300
428188	4519682	0	1	0.012	300
428203	4519682	0	1	0.0057	300
428218	4519682	0	1	0.0028	300
428233	4519682	0	1	0.0019	300
428248	4519682	0	1	0.0016	300
428263	4519682	0	1	0.0016	300
428278	4519682	0	1	0.0018	300
428293	4519682	0	1	0.0016	300
428308	4519682	0	1	0.0014	300
428323	4519682	0	1	0.0018	300
428338	4519682	0	1	0.002	300
428353	4519682	0	1	0.0028	300
427288	4519697	0	1	0.045	300
427303	4519697	0	1	0.054	300
427378	4519697	0	1	0.036	300
427393	4519697	0	1	0.044	300
427408	4519697	0	1	0.048	300
427423	4519697	0	1	0.045	300
427438	4519697	0	1	0.038	300
427453	4519697	0	1	0.027	300
427468	4519697	0	1	0.018	300
427483	4519697	0	1	0.0083	300
427498	4519697	0	1	0.0034	300
427513	4519697	0	1	0.0034	300
427528	4519697	0	1	0.0048	300
427543	4519697	0	1	0.0059	300
427558	4519697	0	1	0.0088	300
427573	4519697	0	1	0.0093	300
427588	4519697	0	1	0.011	300
427603	4519697	0	1	0.012	300
427618	4519697	0	1	0.012	300
427633	4519697	0	1	0.0097	300
427648	4519697	0	1	0.014	300
427663	4519697	0	1	0.016	300
427678	4519697	0	1	0.017	300
427693	4519697	0	1	0.026	300
427708	4519697	0	1	0.036	300
427723	4519697	0	1	0.051	300
427738	4519697	0	1	0.056	300
427753	4519697	0	1	0.066	300
427768	4519697	0	1	0.061	300
427783	4519697	0	1	0.052	300
427798	4519697	0	1	0.055	300
427813	4519697	0	1	0.035	300
427828	4519697	0	1	0.03	300
427843	4519697	0	1	0.022	300
427858	4519697	0	1	0.016	300
427873	4519697	0	1	0.01	300
427888	4519697	0	1	0.0077	300
427903	4519697	0	1	0.007	300
427918	4519697	0	1	0.0066	300
427933	4519697	0	1	0.014	300
427948	4519697	0	1	0.024	300
427963	4519697	0	1	0.039	300
427978	4519697	0	1	0.061	300
427993	4519697	0	1	0.086	300
428008	4519697	0	1	0.12	300
428023	4519697	0	1	0.15	300
428038	4519697	0	1	0.19	300
428053	4519697	0	1	0.18	300
428068	4519697	0	1	0.16	300
428083	4519697	0	1	0.15	300
428098	4519697	0	1	0.13	300
428113	4519697	0	1	0.13	300
428128	4519697	0	1	0.1	300
428143	4519697	0	1	0.073	300
428158	4519697	0	1	0.045	300
428173	4519697	0	1	0.031	300
428188	4519697	0	1	0.014	300
428203	4519697	0	1	0.0074	300
428218	4519697	0	1	0.0046	300
428233	4519697	0	1	0.0034	300
428248	4519697	0	1	0.0023	300
428263	4519697	0	1	0.0018	300
428278	4519697	0	1	0.0018	300
428293	4519697	0	1	0.0018	300
428308	4519697	0	1	0.0017	300
428323	4519697	0	1	0.002	300
428338	4519697	0	1	0.0022	300
428353	4519697	0	1	0.0033	300
427378	4519712	0	1	0.053	300
427393	4519712	0	1	0.082	300
427408	4519712	0	1	0.089	300
427423	4519712	0	1	0.088	300
427438	4519712	0	1	0.068	300
427453	4519712	0	1	0.046	300
427468	4519712	0	1	0.035	300
427483	4519712	0	1	0.018	300
427498	4519712	0	1	0.011	300
427513	4519712	0	1	0.0071	300
427528	4519712	0	1	0.0074	300
427543	4519712	0	1	0.0074	300
427558	4519712	0	1	0.0099	300
427573	4519712	0	1	0.0099	300
427588	4519712	0	1	0.013	300
427603	4519712	0	1	0.014	300
427618	4519712	0	1	0.01	300
427633	4519712	0	1	0.0077	300
427648	4519712	0	1	0.011	300
427663	4519712	0	1	0.0089	300
427678	4519712	0	1	0.013	300
427693	4519712	0	1	0.02	300
427708	4519712	0	1	0.045	300
427723	4519712	0	1	0.062	300
427738	4519712	0	1	0.074	300
427753	4519712	0	1	0.083	300
427768	4519712	0	1	0.067	300
427783	4519712	0	1	0.056	300
427798	4519712	0	1	0.047	300
427813	4519712	0	1	0.039	300
427828	4519712	0	1	0.039	300
427843	4519712	0	1	0.029	300
427858	4519712	0	1	0.024	300
427873	4519712	0	1	0.018	300
427888	4519712	0	1	0.013	300
427903	4519712	0	1	0.014	300
427918	4519712	0	1	0.018	300
427933	4519712	0	1	0.026	300
427948	4519712	0	1	0.044	300
427963	4519712	0	1	0.044	300
427978	4519712	0	1	0.061	300
427993	4519712	0	1	0.071	300
428008	4519712	0	1	0.11	300
428023	4519712	0	1	0.14	300
428038	4519712	0	1	0.19	300
428053	4519712	0	1	0.17	300
428068	4519712	0	1	0.12	300
428083	4519712	0	1	0.098	300
428098	4519712	0	1	0.089	300
428113	4519712	0	1	0.088	300
428128	4519712	0	1	0.082	300
428143	4519712	0	1	0.059	300
428158	4519712	0	1	0.036	300
428173	4519712	0	1	0.023	300
428188	4519712	0	1	0.016	300
428203	4519712	0	1	0.009	300
428218	4519712	0	1	0.0055	300
428233	4519712	0	1	0.0034	300
428248	4519712	0	1	0.003	300
428263	4519712	0	1	0.0024	300
428278	4519712	0	1	0.0025	300
428293	4519712	0	1	0.0022	300
428308	4519712	0	1	0.0023	300
428323	4519712	0	1	0.0022	300
428338	4519712	0	1	0.0028	300
428353	4519712	0	1	0.0035	300
427393	4519727	0	1	0.1	300
427408	4519727	0	1	0.12	300
427423	4519727	0	1	0.14	300
427438	4519727	0	1	0.11	300
427453	4519727	0	1	0.095	300
427468	4519727	0	1	0.059	300
427483	4519727	0	1	0.032	300
427498	4519727	0	1	0.022	300
427513	4519727	0	1	0.016	300
427528	4519727	0	1	0.014	300
427543	4519727	0	1	0.012	300
427558	4519727	0	1	0.015	300
427573	4519727	0	1	0.015	300
427588	4519727	0	1	0.017	300
427603	4519727	0	1	0.015	300
427618	4519727	0	1	0.014	300
427633	4519727	0	1	0.009	300
427648	4519727	0	1	0.0096	300
427663	4519727	0	1	0.0077	300
427678	4519727	0	1	0.01	300
427693	4519727	0	1	0.026	300
427708	4519727	0	1	0.044	300
427723	4519727	0	1	0.074	300
427738	4519727	0	1	0.072	300
427753	4519727	0	1	0.082	300
427768	4519727	0	1	0.075	300
427783	4519727	0	1	0.062	300
427798	4519727	0	1	0.051	300
427813	4519727	0	1	0.043	300
427828	4519727	0	1	0.04	300
427843	4519727	0	1	0.03	300
427858	4519727	0	1	0.026	300
427873	4519727	0	1	0.026	300
427888	4519727	0	1	0.023	300
427903	4519727	0	1	0.023	300
427918	4519727	0	1	0.027	300
427933	4519727	0	1	0.031	300
427948	4519727	0	1	0.044	300
427963	4519727	0	1	0.049	300
427978	4519727	0	1	0.058	300
427993	4519727	0	1	0.069	300
428008	4519727	0	1	0.1	300
428023	4519727	0	1	0.15	300
428038	4519727	0	1	0.16	300
428053	4519727	0	1	0.14	300
428068	4519727	0	1	0.088	300
428083	4519727	0	1	0.057	300
428098	4519727	0	1	0.06	300
428113	4519727	0	1	0.058	300
428128	4519727	0	1	0.056	300
428143	4519727	0	1	0.048	300
428158	4519727	0	1	0.035	300
428173	4519727	0	1	0.021	300
428188	4519727	0	1	0.015	300
428203	4519727	0	1	0.011	300
428218	4519727	0	1	0.0072	300
428233	4519727	0	1	0.0058	300
428248	4519727	0	1	0.0033	300
428263	4519727	0	1	0.0029	300
428278	4519727	0	1	0.0032	300
428293	4519727	0	1	0.0026	300
428308	4519727	0	1	0.0027	300
428323	4519727	0	1	0.003	300
428338	4519727	0	1	0.0045	300
428353	4519727	0	1	0.0041	300
427378	4519742	0	1	0.04	300
427393	4519742	0	1	0.075	300
427408	4519742	0	1	0.12	300
427423	4519742	0	1	0.14	300
427438	4519742	0	1	0.14	300
427453	4519742	0	1	0.15	300
427468	4519742	0	1	0.099	300
427483	4519742	0	1	0.069	300
427498	4519742	0	1	0.042	300
427513	4519742	0	1	0.035	300
427528	4519742	0	1	0.026	300
427543	4519742	0	1	0.022	300
427558	4519742	0	1	0.022	300
427573	4519742	0	1	0.021	300
427588	4519742	0	1	0.029	300
427603	4519742	0	1	0.019	300
427618	4519742	0	1	0.019	300
427633	4519742	0	1	0.014	300
427648	4519742	0	1	0.015	300
427663	4519742	0	1	0.013	300
427678	4519742	0	1	0.016	300
427693	4519742	0	1	0.028	300
427708	4519742	0	1	0.05	300
427723	4519742	0	1	0.063	300
427738	4519742	0	1	0.074	300
427753	4519742	0	1	0.08	300
427768	4519742	0	1	0.072	300
427783	4519742	0	1	0.063	300
427798	4519742	0	1	0.052	300
427813	4519742	0	1	0.052	300
427828	4519742	0	1	0.04	300
427843	4519742	0	1	0.037	300
427858	4519742	0	1	0.035	300
427873	4519742	0	1	0.031	300
427888	4519742	0	1	0.032	300
427903	4519742	0	1	0.025	300
427918	4519742	0	1	0.026	300
427933	4519742	0	1	0.031	300
427948	4519742	0	1	0.03	300
427963	4519742	0	1	0.038	300
427978	4519742	0	1	0.048	300
427993	4519742	0	1	0.056	300
428008	4519742	0	1	0.082	300
428023	4519742	0	1	0.1	300
428038	4519742	0	1	0.11	300
428053	4519742	0	1	0.099	300
428068	4519742	0	1	0.061	300
428083	4519742	0	1	0.047	300
428098	4519742	0	1	0.04	300
428113	4519742	0	1	0.043	300
428128	4519742	0	1	0.044	300
428143	4519742	0	1	0.04	300
428158	4519742	0	1	0.025	300
428173	4519742	0	1	0.022	300
428188	4519742	0	1	0.013	300
428203	4519742	0	1	0.011	300
428218	4519742	0	1	0.0079	300
428233	4519742	0	1	0.0054	300
428248	4519742	0	1	0.0056	300
428263	4519742	0	1	0.003	300
428278	4519742	0	1	0.0038	300
428293	4519742	0	1	0.0028	300
428308	4519742	0	1	0.0028	300
428323	4519742	0	1	0.0034	300
428338	4519742	0	1	0.0034	300
428353	4519742	0	1	0.0038	300
427363	4519757	0	1	0.018	300
427378	4519757	0	1	0.022	300
427393	4519757	0	1	0.047	300
427408	4519757	0	1	0.078	300
427423	4519757	0	1	0.11	300
427438	4519757	0	1	0.11	300
427453	4519757	0	1	0.16	300
427468	4519757	0	1	0.13	300
427483	4519757	0	1	0.1	300
427498	4519757	0	1	0.072	300
427513	4519757	0	1	0.053	300
427528	4519757	0	1	0.037	300
427543	4519757	0	1	0.036	300
427558	4519757	0	1	0.038	300
427573	4519757	0	1	0.041	300
427588	4519757	0	1	0.044	300
427603	4519757	0	1	0.038	300
427618	4519757	0	1	0.035	300
427633	4519757	0	1	0.033	300
427648	4519757	0	1	0.028	300
427663	4519757	0	1	0.027	300
427678	4519757	0	1	0.03	300
427693	4519757	0	1	0.041	300
427708	4519757	0	1	0.053	300
427723	4519757	0	1	0.073	300
427738	4519757	0	1	0.066	300
427753	4519757	0	1	0.073	300
427768	4519757	0	1	0.072	300
427783	4519757	0	1	0.051	300
427798	4519757	0	1	0.043	300
427813	4519757	0	1	0.042	300
427828	4519757	0	1	0.043	300
427843	4519757	0	1	0.042	300
427858	4519757	0	1	0.033	300
427873	4519757	0	1	0.032	300
427888	4519757	0	1	0.028	300
427903	4519757	0	1	0.025	300
427918	4519757	0	1	0.026	300
427933	4519757	0	1	0.023	300
427948	4519757	0	1	0.02	300
427963	4519757	0	1	0.022	300
427978	4519757	0	1	0.034	300
427993	4519757	0	1	0.045	300
428008	4519757	0	1	0.052	300
428023	4519757	0	1	0.068	300
428038	4519757	0	1	0.074	300
428053	4519757	0	1	0.073	300
428068	4519757	0	1	0.056	300
428083	4519757	0	1	0.04	300
428098	4519757	0	1	0.036	300
428113	4519757	0	1	0.033	300
428128	4519757	0	1	0.03	300
428143	4519757	0	1	0.027	300
428158	4519757	0	1	0.021	300
428173	4519757	0	1	0.017	300
428188	4519757	0	1	0.015	300
428203	4519757	0	1	0.01	300
428218	4519757	0	1	0.0073	300
428233	4519757	0	1	0.0059	300
428248	4519757	0	1	0.0037	300
428263	4519757	0	1	0.0036	300
428278	4519757	0	1	0.0047	300
428293	4519757	0	1	0.003	300
428308	4519757	0	1	0.0034	300
428323	4519757	0	1	0.0028	300
428338	4519757	0	1	0.0037	300
428353	4519757	0	1	0.0048	300
427348	4519772	0	1	0.0093	300
427363	4519772	0	1	0.01	300
427378	4519772	0	1	0.013	300
427393	4519772	0	1	0.029	300
427408	4519772	0	1	0.055	300
427423	4519772	0	1	0.076	300
427438	4519772	0	1	0.094	300
427453	4519772	0	1	0.14	300
427468	4519772	0	1	0.14	300
427483	4519772	0	1	0.13	300
427498	4519772	0	1	0.11	300
427513	4519772	0	1	0.088	300
427528	4519772	0	1	0.058	300
427543	4519772	0	1	0.055	300
427558	4519772	0	1	0.062	300
427573	4519772	0	1	0.064	300
427588	4519772	0	1	0.055	300
427603	4519772	0	1	0.057	300
427618	4519772	0	1	0.056	300
427633	4519772	0	1	0.052	300
427648	4519772	0	1	0.044	300
427663	4519772	0	1	0.044	300
427678	4519772	0	1	0.045	300
427693	4519772	0	1	0.062	300
427708	4519772	0	1	0.072	300
427723	4519772	0	1	0.081	300
427738	4519772	0	1	0.086	300
427753	4519772	0	1	0.076	300
427768	4519772	0	1	0.066	300
427783	4519772	0	1	0.051	300
427798	4519772	0	1	0.042	300
427813	4519772	0	1	0.046	300
427828	4519772	0	1	0.034	300
427843	4519772	0	1	0.039	300
427858	4519772	0	1	0.033	300
427873	4519772	0	1	0.027	300
427888	4519772	0	1	0.027	300
427903	4519772	0	1	0.023	300
427918	4519772	0	1	0.017	300
427933	4519772	0	1	0.012	300
427948	4519772	0	1	0.01	300
427963	4519772	0	1	0.011	300
427978	4519772	0	1	0.021	300
427993	4519772	0	1	0.032	300
428008	4519772	0	1	0.039	300
428023	4519772	0	1	0.05	300
428038	4519772	0	1	0.059	300
428053	4519772	0	1	0.054	300
428068	4519772	0	1	0.039	300
428083	4519772	0	1	0.037	300
428098	4519772	0	1	0.028	300
428113	4519772	0	1	0.022	300
428128	4519772	0	1	0.018	300
428143	4519772	0	1	0.018	300
428158	4519772	0	1	0.018	300
428173	4519772	0	1	0.015	300
428188	4519772	0	1	0.013	300
428203	4519772	0	1	0.0083	300
428218	4519772	0	1	0.0097	300
428233	4519772	0	1	0.0058	300
428248	4519772	0	1	0.0044	300
428263	4519772	0	1	0.0042	300
428278	4519772	0	1	0.0032	300
428293	4519772	0	1	0.0032	300
428308	4519772	0	1	0.0028	300
428323	4519772	0	1	0.0026	300
428338	4519772	0	1	0.0037	300
428353	4519772	0	1	0.0044	300
427318	4519787	0	1	0.006	300
427333	4519787	0	1	0.0069	300
427348	4519787	0	1	0.008	300
427363	4519787	0	1	0.011	300
427378	4519787	0	1	0.016	300
427393	4519787	0	1	0.025	300
427408	4519787	0	1	0.045	300
427423	4519787	0	1	0.071	300
427438	4519787	0	1	0.091	300
427453	4519787	0	1	0.12	300
427468	4519787	0	1	0.15	300
427483	4519787	0	1	0.17	300
427498	4519787	0	1	0.16	300
427513	4519787	0	1	0.11	300
427528	4519787	0	1	0.1	300
427543	4519787	0	1	0.086	300
427558	4519787	0	1	0.093	300
427573	4519787	0	1	0.096	300
427588	4519787	0	1	0.097	300
427603	4519787	0	1	0.088	300
427618	4519787	0	1	0.085	300
427633	4519787	0	1	0.076	300
427648	4519787	0	1	0.077	300
